host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,review_scores_rating,year_host,neighbourhood_cleansed2
within a day,50,100,FALSE,8,8,TRUE,Singapore River,Central Region,1.28809,103.84895,hostel,Hotel room,2,1,95,1,365,1,1,365,365,1,365,26,56,86,337,16,0,0,10,9,10,9,10,9,TRUE,8,0,0,0,0.86,38,430,NA,13,Other,2,18,88,586,Others
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.2841,103.84253,apartment,Private room,1,1,22,18,365,18,18,1125,1125,18,1125,19,49,79,354,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,136,2,134,0,NA,44,998,70,2,Shared,5,27,NA,3149,Outram
within an hour,100,91,FALSE,2,2,TRUE,Bedok,East Region,1.32043,103.93961,house,Private room,2,1,46,1,90,1,1,1125,1125,1,1125,30,60,60,60,50,18,1,9,9,9,10,9,9,TRUE,2,0,2,0,2.57,50,404,38,1.5,Shared,7,26,89,796,Others
within an hour,100,75,FALSE,239,239,TRUE,Central Water Catchment,Others,1.35145,103.81921,condominium,Entire home/apt,6,3,490,6,1125,6,6,1125,1125,6,1125,29,59,89,364,1,0,0,8,8,8,8,8,8,FALSE,149,129,19,1,0.06,47,1000,645,3,Other,8,35,80,1276,Others
a few days or more,0,100,FALSE,9,9,TRUE,Singapore River,Central Region,1.28638,103.84845,Others,Private room,1,1,58,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,9,0,6,3,NA,36,418,546,1.5,Shared,4,16,NA,1643,Others
N/A,NA,NA,FALSE,1,1,FALSE,Geylang,Central Region,1.31571,103.88381,apartment,Private room,2,1,65,3,1125,3,3,1125,1125,3,1125,0,0,0,0,1,0,0,8,6,10,10,10,10,TRUE,1,0,1,0,0.05,38,378,NA,1,Shared,1,16,80,559,Geylang
within a few hours,80,100,TRUE,2,2,TRUE,Kallang,Central Region,1.31497,103.85361,apartment,Private room,3,1,58,4,1125,4,4,1125,1125,4,1125,30,60,90,180,6,0,0,10,10,10,10,10,10,FALSE,3,0,3,0,0.35,44,557,NA,2.5,Shared,6,18,100,559,Kallang
within an hour,100,100,FALSE,3,3,TRUE,Novena,Central Region,1.31853,103.84711,condominium,Entire home/apt,2,2,134,1,1125,1,1,1125,1125,1,1125,24,54,84,85,24,15,4,9,8,10,10,10,8,TRUE,3,3,0,0,1.34,43,998,32,0,Other,5,18,88,2316,Novena
within an hour,100,88,TRUE,5,5,TRUE,Kallang,Central Region,1.31473,103.85363,apartment,Private room,2,1,95,3,1125,3,3,1125,1125,3,1125,30,60,90,180,27,3,0,10,10,10,10,10,9,FALSE,2,0,2,0,1.4,37,1000,NA,1.5,Other,7,28,98,719,Kallang
within an hour,100,60,FALSE,120,120,TRUE,Central Water Catchment,Others,1.35132,103.82068,serviced apartment,Entire home/apt,3,1,313,6,1125,6,6,1125,1125,6,1125,29,59,89,364,1,0,0,10,10,10,10,10,8,FALSE,113,113,0,0,0.08,45,1000,121,2,Other,4,22,100,707,Others
within an hour,100,75,FALSE,239,239,TRUE,Orchard,Central Region,1.30349,103.83376,condominium,Entire home/apt,5,3,400,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,38,1000,645,2,Other,8,38,NA,1276,Others
within an hour,100,75,FALSE,239,239,TRUE,River Valley,Central Region,1.30222,103.83161,condominium,Entire home/apt,7,4,750,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,38,1000,645,2,Other,8,37,NA,1276,Others
within a few hours,100,100,FALSE,1,1,TRUE,Novena,Central Region,1.32578,103.84807,apartment,Entire home/apt,5,3,150,2,1125,2,2,1125,1125,2,1125,23,51,81,356,17,1,0,10,10,10,10,10,9,TRUE,1,1,0,0,0.88,50,998,23,2,Other,6,19,98,651,Novena
within a few hours,100,55,FALSE,1,1,TRUE,Kallang,Central Region,1.30812,103.86378,Others,Private room,2,1,99,2,1125,2,2,1125,1125,2,1125,28,58,88,178,24,3,0,10,10,10,10,10,9,FALSE,1,0,1,0,1.25,29,822,149,1,Private,6,23,96,2014,Kallang
within a day,60,94,FALSE,2,2,FALSE,Museum,Central Region,1.29063,103.84845,condominium,Private room,3,1,133,3,1125,3,3,1125,1125,3,1125,10,32,62,62,4,0,0,10,10,10,10,10,10,FALSE,1,0,1,0,0.21,50,1000,130,1,Private,3,27,100,3044,Others
within an hour,100,75,FALSE,239,239,TRUE,Orchard,Central Region,1.30072,103.84218,apartment,Entire home/apt,5,3,540,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,48,1000,645,2,Other,8,38,NA,1276,Others
within an hour,100,75,FALSE,239,239,TRUE,River Valley,Central Region,1.29854,103.84141,apartment,Entire home/apt,7,4,695,6,1125,6,6,1125,1125,6,1125,29,59,89,364,1,0,0,10,10,10,10,10,10,FALSE,149,129,19,1,0.07,48,1000,645,2,Other,8,38,100,1276,Others
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.31137,103.85854,apartment,Private room,1,1,59,18,1125,18,18,1125,1125,18,1125,0,26,56,331,1,1,0,8,10,6,6,6,8,FALSE,108,2,106,0,0.17,41,1000,84,1,Private,7,27,100,2660,Kallang
N/A,NA,NA,FALSE,1,1,FALSE,River Valley,Central Region,1.3014,103.82818,apartment,Private room,1,1,99,90,400,90,90,400,400,90,400,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,46,542,NA,1,Private,4,14,NA,1713,Others
within an hour,100,96,TRUE,7,7,TRUE,Woodlands,Others,1.42959,103.78022,apartment,Private room,1,1,26,185,1125,10,185,1125,1125,21.1,1125,26,56,86,334,17,5,0,10,10,10,10,10,10,FALSE,7,0,4,3,0.9,50,999,677,1,Shared,9,24,99,2897,Others
within a few hours,100,92,FALSE,7,7,TRUE,Geylang,Central Region,1.31585,103.90057,house,Private room,2,2,42,6,150,6,6,150,150,6,150,23,53,83,327,29,8,0,9,9,10,10,9,9,FALSE,5,0,5,0,1.66,40,1000,197,2,Shared,6,15,90,990,Geylang
within an hour,100,NA,FALSE,0,0,FALSE,Jurong West,West Region,1.34546,103.72175,condominium,Private room,1,1,69,90,1125,90,90,1125,1125,90,1125,30,60,90,270,5,0,0,10,10,10,10,9,10,FALSE,1,0,1,0,0.31,50,665,NA,1,Shared,1,25,100,551,Others
within an hour,100,90,TRUE,2,2,FALSE,Bukit Panjang,West Region,1.37227,103.7675,house,Private room,1,1,38,28,1125,28,28,1125,1125,28,1125,11,41,71,71,9,3,0,10,10,10,10,10,10,FALSE,2,0,2,0,0.52,50,1000,NA,1,Shared,5,16,98,1784,Others
within an hour,100,97,FALSE,15,15,TRUE,Geylang,Central Region,1.31231,103.88654,apartment,Private room,3,1,65,2,1125,2,2,1125,1125,2,1125,12,42,72,72,36,7,0,10,9,10,10,9,9,FALSE,8,1,7,0,1.91,48,924,762,1,Private,10,14,94,2062,Geylang
within an hour,100,75,TRUE,51,51,TRUE,Geylang,Central Region,1.31331,103.88826,apartment,Entire home/apt,2,1,80,28,1125,28,28,1125,1125,28,1125,0,29,59,59,3,0,0,10,10,10,10,10,10,FALSE,30,30,0,0,0.19,39,270,NA,1,Other,5,16,100,2241,Geylang
within an hour,100,75,FALSE,239,239,TRUE,River Valley,Central Region,1.30186,103.83085,condominium,Entire home/apt,3,1,435,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,38,999,645,1,Other,8,37,NA,1276,Others
within a few hours,100,100,FALSE,16,16,TRUE,Rochor,Central Region,1.30472,103.84901,Others,Others,4,4,130,1,1125,1,1,1125,1125,1,1125,0,0,27,302,2,0,0,7,7,8,8,8,8,FALSE,16,0,3,13,0.14,21,486,NA,NA,Other,6,15,80,1947,Rochor
within an hour,100,75,FALSE,239,239,TRUE,Singapore River,Central Region,1.29199,103.84192,apartment,Entire home/apt,5,3,535,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,31,1000,645,2,Other,8,40,NA,1276,Others
within an hour,100,25,FALSE,17,17,TRUE,Bukit Timah,Central Region,1.31223,103.79719,apartment,Private room,1,1,63,15,1125,15,15,1125,1125,15,1125,3,33,63,338,1,0,0,10,10,10,10,10,10,FALSE,17,1,16,0,0.06,50,1000,946,1,Shared,7,16,100,2199,Others
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.27978,103.85379,condominium,Entire home/apt,1,3,159,90,365,90,90,365,365,90,365,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,42,474,773,2,Other,5,21,NA,2067,Downtown Core
within an hour,100,96,TRUE,266,266,TRUE,Downtown Core,Central Region,1.27456,103.8466,condominium,Entire home/apt,2,1,132,30,1125,30,30,1125,1125,30,1125,0,23,53,328,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,123,123,0,0,NA,43,1000,589,1,Other,5,23,NA,1728,Downtown Core
within an hour,100,96,TRUE,7,7,TRUE,Woodlands,Others,1.43204,103.7788,apartment,Others,1,1,21,185,1125,10,185,1125,1125,21.1,1125,30,60,90,338,2,0,0,10,10,10,10,10,10,FALSE,7,0,4,3,0.15,47,1000,677,1,Shared,9,27,100,2897,Others
within a few hours,78,99,TRUE,1,1,FALSE,Yishun,Others,1.43358,103.841,condominium,Private room,2,1,50,1,1125,1,1,1125,1125,1,1125,24,54,84,359,33,18,2,9,9,9,9,9,9,FALSE,1,0,1,0,1.78,45,710,NA,1,Shared,2,14,90,2247,Others
within an hour,91,95,FALSE,58,58,TRUE,River Valley,Central Region,1.29527,103.84009,condominium,Entire home/apt,5,1,112,2,1125,1,2,1125,1125,1.9,1125,12,42,72,347,7,2,0,8,9,9,9,9,8,TRUE,15,11,4,0,0.39,50,1000,2,1,Other,4,29,80,2594,Others
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.31117,103.86214,apartment,Private room,1,1,29,18,1125,18,18,1125,1125,18,1125,29,59,89,364,1,0,0,6,6,8,8,8,8,FALSE,108,2,106,0,0.07,34,999,84,3,Shared,7,28,60,2660,Kallang
within a few hours,100,0,TRUE,1,1,TRUE,Sengkang,Others,1.38996,103.89582,condominium,Private room,1,1,80,1,1125,1,1,1125,1125,1,1125,0,0,0,0,10,1,0,10,10,10,10,10,10,FALSE,1,0,1,0,0.54,17,611,19,1,Private,6,19,100,1284,Others
within a few hours,100,100,TRUE,0,0,TRUE,Downtown Core,Central Region,1.27473,103.8463,condominium,Private room,2,1,138,90,900,90,90,1125,1125,90,1125,0,0,0,210,16,2,1,10,10,10,10,10,9,FALSE,1,0,1,0,0.87,49,999,135,1,Private,5,28,99,1148,Downtown Core
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.28521,103.84163,apartment,Private room,1,1,50,18,1125,18,18,1125,1125,18,1125,13,43,73,348,1,0,0,10,10,10,10,10,10,FALSE,136,2,134,0,0.06,39,1000,70,1,Private,5,29,100,3149,Outram
within a day,50,100,FALSE,8,8,TRUE,Singapore River,Central Region,1.28746,103.84823,hostel,Hotel room,6,3,402,1,365,1,1,365,365,1,365,0,0,27,290,6,1,0,8,7,8,7,8,8,TRUE,8,0,0,0,0.36,49,348,NA,1,Other,2,14,80,586,Others
within an hour,100,NA,FALSE,0,0,TRUE,Novena,Central Region,1.32751,103.84254,condominium,Entire home/apt,2,1,180,180,720,180,180,720,720,180,720,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,2,2,0,0,NA,44,88,92,1,Other,8,6,NA,3171,Novena
within a day,80,50,FALSE,1,1,FALSE,Queenstown,Central Region,1.3082,103.80037,apartment,Private room,2,1,50,1,1125,1,1,1125,1125,1,1125,19,19,24,299,6,1,0,10,10,10,10,10,10,FALSE,1,0,1,0,0.32,50,497,NA,1,Shared,4,10,92,1827,Others
within an hour,100,60,FALSE,120,120,TRUE,Kallang,Central Region,1.30327,103.86144,apartment,Entire home/apt,2,1,150,90,1125,90,90,1125,1125,90,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,34,855,121,1,Other,4,17,NA,707,Kallang
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31591,103.8267,house,Entire home/apt,2,1,174,7,399,7,7,399,399,7,399,19,49,79,354,2,1,0,9,10,10,10,10,9,TRUE,20,15,0,0,0.11,34,1000,473,1,Other,7,37,90,2775,Others
a few days or more,0,100,FALSE,2,2,TRUE,Bedok,East Region,1.32881,103.95001,apartment,Entire home/apt,2,1,105,200,1125,200,200,1125,1125,200,1125,29,59,89,179,28,6,0,10,10,10,10,10,10,FALSE,1,1,0,0,1.51,26,935,NA,1,Other,7,26,99,536,Others
within an hour,98,93,FALSE,5,5,TRUE,Jurong East,West Region,1.33678,103.74278,condominium,Entire home/apt,16,2,174,1,1125,1,1,1125,1125,1,1125,24,53,83,173,31,24,4,8,8,9,9,9,7,FALSE,5,5,0,0,1.69,49,1000,NA,1,Other,8,17,81,1530,Others
within a few hours,100,NA,FALSE,1,1,FALSE,Hougang,Others,1.3741,103.90109,condominium,Private room,2,1,70,2,25,2,2,25,25,2,25,30,31,31,31,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,50,115,NA,1,Private,3,20,NA,1502,Others
within an hour,100,99,FALSE,6,6,TRUE,Kallang,Central Region,1.31705,103.85101,apartment,Entire home/apt,2,1,76,3,1125,3,3,1125,1125,3,1125,30,60,90,90,13,4,1,10,9,9,10,10,10,TRUE,6,2,4,0,0.72,50,999,42,1.5,Other,5,27,100,1801,Kallang
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28179,103.84527,Others,Hotel room,1,1,47,1,1125,1,1,365,365,1,365,30,60,90,365,6,2,0,10,9,10,10,10,9,TRUE,13,0,4,0,0.34,47,1000,508,1,Other,3,18,93,790,Outram
within an hour,100,100,TRUE,79,79,TRUE,Downtown Core,Central Region,1.28076,103.84457,Others,Private room,1,1,39,1,1125,1,1,365,365,1,365,30,60,90,365,106,13,0,10,10,10,10,10,9,TRUE,13,0,4,0,5.85,48,1000,508,1,Shared,3,19,97,790,Downtown Core
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28213,103.84477,Others,Hotel room,1,1,47,1,1125,1,1,365,365,1,365,29,59,89,364,19,4,0,10,10,9,10,10,10,TRUE,13,0,4,0,1.07,47,999,508,1,Other,3,17,97,790,Outram
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28179,103.84527,Others,Private room,1,1,39,1,1125,1,1,365,365,1,365,30,60,90,365,132,36,1,10,10,10,10,10,10,TRUE,13,0,4,0,7.28,47,1000,508,1,Shared,3,19,98,790,Outram
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28179,103.84527,Others,Hotel room,1,1,54,1,1125,1,1,365,365,1,365,30,60,90,362,10,4,0,10,10,10,10,10,9,TRUE,13,0,4,0,0.56,48,999,508,1,Other,3,18,94,790,Outram
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28179,103.84527,Others,Hotel room,1,1,54,1,1125,1,1,365,365,1,365,30,60,90,363,2,0,0,8,10,6,8,10,10,TRUE,13,0,4,0,0.11,48,998,508,1,Other,3,19,80,790,Outram
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28179,103.84527,Others,Hotel room,2,1,66,1,1125,1,1,365,365,1,365,30,60,90,365,32,11,1,10,10,10,10,10,10,TRUE,13,0,4,0,1.79,48,1000,508,1,Other,3,18,96,790,Outram
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28179,103.84527,Others,Hotel room,1,1,55,1,1125,1,1,365,365,1,365,30,60,90,363,13,8,0,9,9,9,9,9,9,TRUE,13,0,4,0,0.74,47,999,508,1,Other,3,19,97,790,Outram
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28179,103.84527,Others,Hotel room,2,2,66,1,1125,1,1,365,365,1,365,30,60,90,365,3,1,0,10,10,9,10,10,9,TRUE,13,0,4,0,0.17,45,1000,508,1,Other,3,19,100,790,Outram
within an hour,100,100,TRUE,79,79,TRUE,Downtown Core,Central Region,1.28061,103.84476,Others,Hotel room,2,2,70,1,1125,1,1,365,365,1,365,27,57,87,362,2,0,0,10,10,9,10,10,9,TRUE,13,0,4,0,0.11,47,999,508,1,Other,3,18,100,790,Downtown Core
within an hour,100,100,TRUE,79,79,TRUE,Outram,Central Region,1.28179,103.84527,Others,Hotel room,2,2,69,1,1125,1,1,365,365,1,365,30,60,90,365,9,3,0,10,10,9,10,10,9,TRUE,13,0,4,0,0.53,47,999,508,0,Other,3,19,93,790,Outram
within an hour,84,93,FALSE,6,6,TRUE,River Valley,Central Region,1.29484,103.84073,apartment,Entire home/apt,4,2,144,2,1125,1,2,1125,1125,2,1125,23,53,83,358,7,2,0,9,9,10,9,9,9,FALSE,9,8,0,0,0.41,50,1000,20,1,Other,6,28,91,1328,Others
within an hour,86,79,FALSE,51,51,TRUE,Clementi,West Region,1.31507,103.75743,condominium,Entire home/apt,4,3,304,10,50,10,10,50,50,10,50,23,53,83,83,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,54,48,6,0,NA,28,495,NA,2,Other,7,14,NA,1530,Others
within an hour,100,96,TRUE,266,266,TRUE,Kallang,Central Region,1.30272,103.86315,condominium,Entire home/apt,2,1,121,90,1125,90,90,1125,1125,90,1125,0,0,0,193,2,1,0,10,10,8,10,10,10,FALSE,123,123,0,0,0.15,46,871,589,1,Other,5,24,100,1728,Kallang
within an hour,100,96,TRUE,266,266,TRUE,Kallang,Central Region,1.30287,103.86314,condominium,Entire home/apt,2,1,156,90,1125,90,90,1125,1125,90,1125,0,0,17,292,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,43,871,589,1,Other,5,25,NA,1728,Kallang
within an hour,100,96,TRUE,266,266,TRUE,Rochor,Central Region,1.30151,103.86205,condominium,Entire home/apt,2,1,65,90,1125,90,90,1125,1125,90,1125,7,8,8,253,3,2,0,9,8,10,9,9,7,FALSE,123,123,0,0,0.23,46,871,589,1,Other,5,24,80,1728,Rochor
within an hour,100,96,TRUE,266,266,TRUE,Rochor,Central Region,1.30271,103.86141,condominium,Entire home/apt,2,1,156,90,1125,90,90,1125,1125,90,1125,0,0,0,262,1,1,0,10,10,10,10,10,8,FALSE,123,123,0,0,0.14,43,871,589,1,Other,5,25,100,1728,Rochor
within an hour,100,96,TRUE,266,266,TRUE,Rochor,Central Region,1.30166,103.86166,condominium,Entire home/apt,2,1,121,90,1125,90,90,1125,1125,90,1125,0,0,0,198,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,41,871,589,1,Other,5,25,NA,1728,Rochor
within an hour,100,96,TRUE,266,266,TRUE,Kallang,Central Region,1.30187,103.86305,condominium,Entire home/apt,2,1,156,90,1125,90,90,1125,1125,90,1125,0,0,27,302,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,43,871,589,1,Other,5,25,NA,1728,Kallang
within an hour,100,96,TRUE,266,266,TRUE,Toa Payoh,Central Region,1.33078,103.86763,condominium,Entire home/apt,2,1,132,30,1125,30,30,1125,1125,30,1125,0,0,27,302,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,123,123,0,0,NA,49,999,589,1,Other,5,25,NA,1728,Others
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31138,103.88112,apartment,Private room,2,1,74,1,365,1,1,365,365,1,365,0,0,0,0,13,2,0,10,9,10,10,9,9,TRUE,27,0,27,0,0.71,30,276,NA,1,Other,7,23,92,2312,Geylang
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31121,103.88137,apartment,Private room,2,1,64,1,365,1,1,365,365,1,365,0,0,0,0,4,0,0,8,8,9,8,9,7,TRUE,27,0,27,0,0.23,28,216,NA,1,Other,7,20,80,2312,Geylang
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31164,103.8828,apartment,Private room,2,1,64,1,365,1,1,365,365,1,365,0,0,0,0,7,2,0,9,8,10,10,10,9,TRUE,27,0,27,0,0.42,36,224,NA,1,Other,7,20,91,2312,Geylang
within a few hours,91,97,FALSE,22,22,TRUE,River Valley,Central Region,1.2963,103.84026,condominium,Entire home/apt,3,2,116,2,1125,1,2,1125,1125,1.9,1125,23,53,83,358,6,3,1,9,9,8,9,9,8,TRUE,8,7,1,0,0.34,48,1000,2,1,Other,7,28,83,1904,Others
within a few hours,100,77,FALSE,2,2,FALSE,Sengkang,Others,1.3942,103.89211,apartment,Private room,1,1,30,5,90,5,5,1125,1125,5,1125,4,34,64,65,16,3,1,10,9,10,10,10,10,FALSE,2,0,2,0,0.95,49,168,NA,1.5,Shared,1,22,96,2194,Others
within an hour,100,60,FALSE,120,120,TRUE,Novena,Central Region,1.31637,103.8412,apartment,Entire home/apt,2,1,190,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,46,940,121,1,Other,4,20,NA,707,Novena
within an hour,100,60,FALSE,120,120,TRUE,Queenstown,Central Region,1.30411,103.78303,apartment,Entire home/apt,6,3,280,6,1125,6,6,1125,1125,6,1125,0,28,58,333,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,46,1000,121,2,Other,4,18,NA,707,Others
within an hour,98,93,FALSE,5,5,TRUE,Bedok,East Region,1.32488,103.92891,condominium,Entire home/apt,16,3,364,1,1125,1,1,1125,1125,1,1125,0,0,0,0,5,0,0,9,8,9,9,9,9,FALSE,5,5,0,0,0.27,49,1000,NA,2,Other,8,13,80,1530,Others
N/A,NA,100,FALSE,1,1,FALSE,Punggol,Others,1.40277,103.908,apartment,Others,2,2,150,1,6,1,1,1125,1125,1,1125,28,58,88,178,4,0,0,9,10,9,10,10,9,FALSE,1,0,0,1,0.23,40,946,2829,1.5,Shared,1,10,90,529,Others
within a few hours,100,98,FALSE,75,75,TRUE,Outram,Central Region,1.2841,103.84253,apartment,Private room,1,1,22,18,1125,18,18,1125,1125,18,1125,9,39,69,344,1,0,0,6,8,8,10,10,8,FALSE,108,2,106,0,0.08,43,796,84,2,Shared,7,26,80,2660,Outram
within a few hours,90,91,FALSE,15,15,TRUE,Outram,Central Region,1.28172,103.84579,apartment,Entire home/apt,4,1,167,6,1125,6,6,1125,1125,6,1125,0,3,28,32,21,14,0,9,8,9,9,10,8,FALSE,8,8,0,0,1.17,48,999,318,1,Other,3,19,85,1807,Outram
within a few hours,90,91,FALSE,15,15,TRUE,Outram,Central Region,1.28143,103.84533,apartment,Entire home/apt,2,1,110,6,1125,6,6,1125,1125,6,1125,25,55,85,89,6,6,0,9,9,10,10,10,8,FALSE,8,8,0,0,0.53,46,966,318,1,Other,3,16,93,1807,Outram
within a few hours,90,91,FALSE,15,15,TRUE,Outram,Central Region,1.2815,103.8458,apartment,Entire home/apt,4,1,116,6,300,6,6,300,300,6,300,24,54,84,88,14,7,0,10,9,10,9,10,8,FALSE,8,8,0,0,0.85,46,953,318,1,Other,3,18,84,1807,Outram
within a few hours,90,91,FALSE,15,15,TRUE,Outram,Central Region,1.2822,103.84511,apartment,Entire home/apt,4,1,116,6,1125,6,6,1125,1125,6,1125,22,52,82,86,14,14,0,10,10,10,10,10,10,FALSE,8,8,0,0,1.56,49,1000,318,1,Other,3,23,100,1807,Outram
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.31441,103.87541,condominium,Entire home/apt,8,5,258,30,1125,30,30,1125,1125,30,1125,30,60,90,365,4,0,0,10,9,10,10,10,10,FALSE,69,68,0,0,0.24,36,1000,396,2,Other,8,32,100,2118,Geylang
within a few hours,90,91,FALSE,15,15,TRUE,Outram,Central Region,1.28187,103.84683,apartment,Entire home/apt,4,1,161,6,1125,6,6,1125,1125,6,1125,8,38,68,72,13,5,0,9,9,9,8,10,8,FALSE,8,8,0,0,0.78,42,977,318,1,Other,3,18,82,1807,Outram
within an hour,100,0,FALSE,1,1,FALSE,Jurong West,West Region,1.34012,103.70209,apartment,Private room,2,1,40,1,1125,1,1,1125,1125,1,1125,0,0,0,0,1,0,0,8,8,8,10,10,10,FALSE,1,0,1,0,0.06,40,125,NA,1,Private,2,11,80,663,Others
within an hour,100,98,FALSE,127,127,TRUE,Bukit Merah,Central Region,1.28456,103.83405,apartment,Private room,1,1,59,18,1125,18,18,1125,1125,18,1125,10,40,70,345,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,136,2,134,0,NA,45,1000,70,2,Shared,5,27,NA,3149,Others
within a few hours,100,98,FALSE,75,75,TRUE,Bukit Merah,Central Region,1.28456,103.83405,apartment,Private room,1,1,59,18,1125,18,18,1125,1125,18,1125,10,40,70,345,1,1,0,8,4,10,10,8,8,FALSE,108,2,106,0,0.1,50,1000,84,2,Shared,7,28,60,2660,Others
within an hour,93,100,FALSE,56,56,TRUE,Bukit Merah,Central Region,1.28555,103.833,apartment,Private room,1,1,59,18,1125,18,18,1125,1125,18,1125,10,40,70,345,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,68,1,67,0,NA,48,758,111,2,Shared,7,26,NA,904,Others
within an hour,95,100,FALSE,68,68,TRUE,Bukit Merah,Central Region,1.28456,103.83405,apartment,Private room,1,1,59,18,1125,18,18,1125,1125,18,1125,10,40,70,345,2,0,0,10,9,10,10,10,10,TRUE,79,1,78,0,0.13,50,1000,84,2,Shared,5,26,100,1550,Others
within an hour,100,75,FALSE,239,239,TRUE,Novena,Central Region,1.31705,103.84397,apartment,Entire home/apt,4,2,305,6,1125,6,6,1125,1125,6,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,31,1000,645,2,Other,8,28,NA,1276,Novena
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.31258,103.88672,condominium,Entire home/apt,5,2,188,30,1125,30,30,1125,1125,30,1125,30,60,90,365,2,0,0,10,10,9,10,8,10,FALSE,69,68,0,0,0.13,35,1000,396,1,Other,8,29,100,2118,Geylang
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.30965,103.87774,condominium,Entire home/apt,6,4,170,30,1125,30,30,1125,1125,30,1125,30,60,90,365,4,2,0,8,8,9,8,9,8,FALSE,69,68,0,0,0.3,36,1000,396,2,Other,8,29,85,2118,Geylang
